Subject,Predicate,Object
John Wayne,CAST_IN,Stagecoach
Fatal Instinct,HAS_GENRE,Action
Action,GENRE_OF,Fatal Instinct
I Can Only Imagine,HAS_GENRE,Music
Music,GENRE_OF,I Can Only Imagine
I Can Only Imagine,HAS_GENRE,Drama
Drama,GENRE_OF,I Can Only Imagine
I Can Only Imagine,HAS_CAST,Dennis Quaid
Dennis Quaid,CAST_IN,I Can Only Imagine
Why Me%3F,HAS_GENRE,misc
misc,GENRE_OF,Why Me%3F
The Virgin Spring,HAS_GENRE,Drama
Drama,GENRE_OF,The Virgin Spring
Snow White,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Snow White
Snow White,HAS_GENRE,Animation
Animation,GENRE_OF,Snow White
Snow White,HAS_GENRE,Family
Family,GENRE_OF,Snow White
Horrorween,HAS_GENRE,misc
misc,GENRE_OF,Horrorween
Grindhouse,HAS_GENRE,Thriller
Thriller,GENRE_OF,Grindhouse
Grindhouse,HAS_GENRE,Action
Action,GENRE_OF,Grindhouse
Grindhouse,HAS_GENRE,Horror
Horror,GENRE_OF,Grindhouse
Grindhouse,HAS_CAST,Kurt Russell
Kurt Russell,CAST_IN,Grindhouse
Hellraiser,HAS_GENRE,Horror
Horror,GENRE_OF,Hellraiser
Hellraiser,HAS_GENRE,Thriller
Thriller,GENRE_OF,Hellraiser
Wishful Thinking,HAS_GENRE,misc
misc,GENRE_OF,Wishful Thinking
Chaos,HAS_GENRE,Animation
Animation,GENRE_OF,Chaos
Star Trek,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Star Trek
Star Trek,HAS_GENRE,Action
Action,GENRE_OF,Star Trek
Star Trek,HAS_GENRE,Adventure
Adventure,GENRE_OF,Star Trek
Star Trek,HAS_CAST,Chris Pine
Chris Pine,CAST_IN,Star Trek
Star Trek,HAS_WRITER,Alex Kurtzman
Alex Kurtzman,WROTE,Star Trek
Anna in Kungfuland,HAS_GENRE,misc
misc,GENRE_OF,Anna in Kungfuland
Mrs. Doubtfire,HAS_GENRE,Comedy
Comedy,GENRE_OF,Mrs. Doubtfire
Mrs. Doubtfire,HAS_GENRE,Drama
Drama,GENRE_OF,Mrs. Doubtfire
Mrs. Doubtfire,HAS_GENRE,Family
Family,GENRE_OF,Mrs. Doubtfire
Mrs. Doubtfire,HAS_CAST,Robin Williams
Robin Williams,CAST_IN,Mrs. Doubtfire
Mrs. Doubtfire,HAS_CAST,Sally Field
Sally Field,CAST_IN,Mrs. Doubtfire
Mrs. Doubtfire,HAS_CAST,Pierce Brosnan
Pierce Brosnan,CAST_IN,Mrs. Doubtfire
Mrs. Doubtfire,HAS_DIRECTOR,Chris Columbus
Chris Columbus,DIRECTED,Mrs. Doubtfire
Giant Creepy Crawlies,HAS_GENRE,misc
misc,GENRE_OF,Giant Creepy Crawlies
Home,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Home
Home,HAS_GENRE,Comedy
Comedy,GENRE_OF,Home
Home,HAS_GENRE,Animation
Animation,GENRE_OF,Home
Home,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Home
Home,HAS_GENRE,Family
Family,GENRE_OF,Home
Home,HAS_CAST,Jim Parsons
Jim Parsons,CAST_IN,Home
Home,HAS_CAST,Steve Martin
Steve Martin,CAST_IN,Home
Home,HAS_CAST,Jennifer Lopez
Jennifer Lopez,CAST_IN,Home
Let's Be Cops,HAS_GENRE,Comedy
Comedy,GENRE_OF,Let's Be Cops
Let's Be Cops,HAS_CAST,Jake Johnson
Jake Johnson,CAST_IN,Let's Be Cops
Let's Be Cops,HAS_CAST,Damon Wayans Jr.
Damon Wayans Jr.,CAST_IN,Let's Be Cops
Let's Be Cops,HAS_CAST,Rob Riggle
Rob Riggle,CAST_IN,Let's Be Cops
Waiting,HAS_GENRE,Romance
Romance,GENRE_OF,Waiting
Waiting,HAS_GENRE,Comedy
Comedy,GENRE_OF,Waiting
Case 39,HAS_GENRE,Horror
Horror,GENRE_OF,Case 39
Case 39,HAS_GENRE,Mystery
Mystery,GENRE_OF,Case 39
Case 39,HAS_GENRE,Thriller
Thriller,GENRE_OF,Case 39
Case 39,HAS_CAST,Bradley Cooper
Bradley Cooper,CAST_IN,Case 39
Icarus,HAS_GENRE,Documentary
Documentary,GENRE_OF,Icarus
Buried,HAS_GENRE,Drama
Drama,GENRE_OF,Buried
Buried,HAS_GENRE,Thriller
Thriller,GENRE_OF,Buried
Buried,HAS_GENRE,Mystery
Mystery,GENRE_OF,Buried
Buried,HAS_CAST,Ryan Reynolds
Ryan Reynolds,CAST_IN,Buried
Sand Castles,HAS_GENRE,Thriller
Thriller,GENRE_OF,Sand Castles
Sand Castles,HAS_GENRE,Crime
Crime,GENRE_OF,Sand Castles
Sand Castles,HAS_GENRE,Drama
Drama,GENRE_OF,Sand Castles
The Beyond,HAS_GENRE,Horror
Horror,GENRE_OF,The Beyond
This Is Elvis,HAS_GENRE,Drama
Drama,GENRE_OF,This Is Elvis
This Is Elvis,HAS_GENRE,Music
Music,GENRE_OF,This Is Elvis
This Is Elvis,HAS_GENRE,Documentary
Documentary,GENRE_OF,This Is Elvis
Slugs,HAS_GENRE,Horror
Horror,GENRE_OF,Slugs
March of the Penguins,HAS_GENRE,Documentary
Documentary,GENRE_OF,March of the Penguins
March of the Penguins,HAS_GENRE,Family
Family,GENRE_OF,March of the Penguins
March of the Penguins,HAS_CAST,Morgan Freeman
Morgan Freeman,CAST_IN,March of the Penguins
The Gnome-Mobile,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Gnome-Mobile
The Gnome-Mobile,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Gnome-Mobile
The Gnome-Mobile,HAS_GENRE,Family
Family,GENRE_OF,The Gnome-Mobile
V/H/S,HAS_GENRE,Thriller
Thriller,GENRE_OF,V/H/S
V/H/S,HAS_GENRE,Horror
Horror,GENRE_OF,V/H/S
Presumed Innocent,HAS_GENRE,Mystery
Mystery,GENRE_OF,Presumed Innocent
Presumed Innocent,HAS_GENRE,Crime
Crime,GENRE_OF,Presumed Innocent
Presumed Innocent,HAS_GENRE,Thriller
Thriller,GENRE_OF,Presumed Innocent
Presumed Innocent,HAS_CAST,Harrison Ford
Harrison Ford,CAST_IN,Presumed Innocent
Captain America: The First Avenger,HAS_GENRE,Action
Action,GENRE_OF,Captain America: The First Avenger
Captain America: The First Avenger,HAS_GENRE,Adventure
Adventure,GENRE_OF,Captain America: The First Avenger
Captain America: The First Avenger,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Captain America: The First Avenger
Captain America: The First Avenger,HAS_CAST,Chris Evans
Chris Evans,CAST_IN,Captain America: The First Avenger
Captain America: The First Avenger,HAS_CAST,Tommy Lee Jones
Tommy Lee Jones,CAST_IN,Captain America: The First Avenger
Captain America: The First Avenger,HAS_CAST,Hugo Weaving
Hugo Weaving,CAST_IN,Captain America: The First Avenger
Hitch,HAS_GENRE,Comedy
Comedy,GENRE_OF,Hitch
Hitch,HAS_GENRE,Drama
Drama,GENRE_OF,Hitch
Hitch,HAS_GENRE,Romance
Romance,GENRE_OF,Hitch
Hitch,HAS_CAST,Will Smith
Will Smith,CAST_IN,Hitch
Hitch,HAS_CAST,Kevin James
Kevin James,CAST_IN,Hitch
The Split,HAS_GENRE,Action
Action,GENRE_OF,The Split
The Split,HAS_GENRE,Crime
Crime,GENRE_OF,The Split
The Split,HAS_CAST,Gene Hackman
Gene Hackman,CAST_IN,The Split
Touching the Void,HAS_GENRE,Documentary
Documentary,GENRE_OF,Touching the Void
Touching the Void,HAS_GENRE,Action
Action,GENRE_OF,Touching the Void
Touching the Void,HAS_GENRE,Adventure
Adventure,GENRE_OF,Touching the Void
Touching the Void,HAS_GENRE,Drama
Drama,GENRE_OF,Touching the Void
Unforgiven,HAS_GENRE,Western
Western,GENRE_OF,Unforgiven
Unforgiven,HAS_CAST,Clint Eastwood
Clint Eastwood,CAST_IN,Unforgiven
Unforgiven,HAS_CAST,Gene Hackman
Gene Hackman,CAST_IN,Unforgiven
Unforgiven,HAS_CAST,Morgan Freeman
Morgan Freeman,CAST_IN,Unforgiven
Unforgiven,HAS_DIRECTOR,Clint Eastwood
Clint Eastwood,DIRECTED,Unforgiven
War of the Worlds,HAS_GENRE,Adventure
Adventure,GENRE_OF,War of the Worlds
War of the Worlds,HAS_GENRE,Thriller
Thriller,GENRE_OF,War of the Worlds
War of the Worlds,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,War of the Worlds
War of the Worlds,HAS_CAST,Tom Cruise
Tom Cruise,CAST_IN,War of the Worlds
War of the Worlds,HAS_CAST,Dakota Fanning
Dakota Fanning,CAST_IN,War of the Worlds
War of the Worlds,HAS_CAST,Tim Robbins
Tim Robbins,CAST_IN,War of the Worlds
War of the Worlds,HAS_DIRECTOR,Steven Spielberg
Steven Spielberg,DIRECTED,War of the Worlds
Fast & Furious 6,HAS_GENRE,Action
Action,GENRE_OF,Fast & Furious 6
Fast & Furious 6,HAS_GENRE,Thriller
Thriller,GENRE_OF,Fast & Furious 6
Fast & Furious 6,HAS_GENRE,Crime
Crime,GENRE_OF,Fast & Furious 6
Fast & Furious 6,HAS_CAST,Vin Diesel
Vin Diesel,CAST_IN,Fast & Furious 6
Fast & Furious 6,HAS_CAST,Paul Walker
Paul Walker,CAST_IN,Fast & Furious 6
Fast & Furious 6,HAS_CAST,Dwayne Johnson
Dwayne Johnson,CAST_IN,Fast & Furious 6
Fast & Furious 6,HAS_CAST,Michelle Rodriguez
Michelle Rodriguez,CAST_IN,Fast & Furious 6
The Magnificent Nine,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Magnificent Nine
The Outlaw,HAS_GENRE,Action
Action,GENRE_OF,The Outlaw
The Outlaw,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Outlaw
The Outlaw,HAS_GENRE,Western
Western,GENRE_OF,The Outlaw
Native Son,HAS_GENRE,Drama
Drama,GENRE_OF,Native Son
Zatoichi on the Road,HAS_GENRE,Adventure
Adventure,GENRE_OF,Zatoichi on the Road
Zatoichi on the Road,HAS_GENRE,Action
Action,GENRE_OF,Zatoichi on the Road
Zatoichi on the Road,HAS_GENRE,Drama
Drama,GENRE_OF,Zatoichi on the Road
Zatoichi on the Road,HAS_GENRE,History
History,GENRE_OF,Zatoichi on the Road
"You, Me and Dupree",HAS_GENRE,Comedy
Comedy,GENRE_OF,"You, Me and Dupree"
"You, Me and Dupree",HAS_GENRE,Romance
Romance,GENRE_OF,"You, Me and Dupree"
"You, Me and Dupree",HAS_CAST,Owen Wilson
Owen Wilson,CAST_IN,"You, Me and Dupree"
"You, Me and Dupree",HAS_CAST,Kate Hudson
Kate Hudson,CAST_IN,"You, Me and Dupree"
"You, Me and Dupree",HAS_CAST,Matt Dillon
Matt Dillon,CAST_IN,"You, Me and Dupree"
"You, Me and Dupree",HAS_CAST,Michael Douglas
Michael Douglas,CAST_IN,"You, Me and Dupree"
"You, Me and Dupree",HAS_CAST,Seth Rogen
Seth Rogen,CAST_IN,"You, Me and Dupree"
The Nightmare,HAS_GENRE,Horror
Horror,GENRE_OF,The Nightmare
The Nightmare,HAS_GENRE,Documentary
Documentary,GENRE_OF,The Nightmare
The Nightmare,HAS_CAST,Johnny Depp
Johnny Depp,CAST_IN,The Nightmare
The Man from Planet X,HAS_GENRE,Horror
Horror,GENRE_OF,The Man from Planet X
The Man from Planet X,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,The Man from Planet X
The Man from Planet X,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Man from Planet X
The Pursuit of Happyness,HAS_GENRE,Drama
Drama,GENRE_OF,The Pursuit of Happyness
The Pursuit of Happyness,HAS_CAST,Will Smith
Will Smith,CAST_IN,The Pursuit of Happyness
The Treasure of the Sierra Madre,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Treasure of the Sierra Madre
The Treasure of the Sierra Madre,HAS_GENRE,Drama
Drama,GENRE_OF,The Treasure of the Sierra Madre
The Treasure of the Sierra Madre,HAS_GENRE,Western
Western,GENRE_OF,The Treasure of the Sierra Madre
The Treasure of the Sierra Madre,HAS_CAST,Humphrey Bogart
Humphrey Bogart,CAST_IN,The Treasure of the Sierra Madre
The Treasure of the Sierra Madre,HAS_DIRECTOR,John Huston
John Huston,DIRECTED,The Treasure of the Sierra Madre
The Hills Run Red,HAS_GENRE,Action
Action,GENRE_OF,The Hills Run Red
The Hills Run Red,HAS_GENRE,Western
Western,GENRE_OF,The Hills Run Red
Kahaani,HAS_GENRE,Mystery
Mystery,GENRE_OF,Kahaani
Kahaani,HAS_GENRE,Thriller
Thriller,GENRE_OF,Kahaani
Total Eclipse,HAS_GENRE,Drama
Drama,GENRE_OF,Total Eclipse
Total Eclipse,HAS_GENRE,Romance
Romance,GENRE_OF,Total Eclipse
Total Eclipse,HAS_CAST,Leonardo DiCaprio
Leonardo DiCaprio,CAST_IN,Total Eclipse
Jane Eyre,HAS_GENRE,Drama
Drama,GENRE_OF,Jane Eyre
Jane Eyre,HAS_GENRE,TV Movie
TV Movie,GENRE_OF,Jane Eyre
On Chesil Beach,HAS_GENRE,Drama
Drama,GENRE_OF,On Chesil Beach
On Chesil Beach,HAS_GENRE,Romance
Romance,GENRE_OF,On Chesil Beach
On Chesil Beach,HAS_CAST,Saoirse Ronan
Saoirse Ronan,CAST_IN,On Chesil Beach
On Chesil Beach,HAS_CAST,Billy Howle
Billy Howle,CAST_IN,On Chesil Beach
On Chesil Beach,HAS_CAST,Anne-Marie Duff
Anne-Marie Duff,CAST_IN,On Chesil Beach
On Chesil Beach,HAS_CAST,Adrian Scarborough
Adrian Scarborough,CAST_IN,On Chesil Beach
On Chesil Beach,HAS_CAST,Emily Watson
Emily Watson,CAST_IN,On Chesil Beach
The Sixth,HAS_GENRE,Drama
Drama,GENRE_OF,The Sixth
The Sixth,HAS_GENRE,Action
Action,GENRE_OF,The Sixth
This Is England,HAS_GENRE,Drama
Drama,GENRE_OF,This Is England
This Is England,HAS_GENRE,Crime
Crime,GENRE_OF,This Is England
Bewitched,HAS_GENRE,Comedy
Comedy,GENRE_OF,Bewitched
Bewitched,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Bewitched
Bewitched,HAS_GENRE,Romance
Romance,GENRE_OF,Bewitched
Bewitched,HAS_CAST,Nicole Kidman
Nicole Kidman,CAST_IN,Bewitched
Bewitched,HAS_CAST,Will Ferrell
Will Ferrell,CAST_IN,Bewitched
Bewitched,HAS_CAST,Michael Caine
Michael Caine,CAST_IN,Bewitched
Bewitched,HAS_CAST,Jason Schwartzman
Jason Schwartzman,CAST_IN,Bewitched
Bonnie and Clyde,HAS_GENRE,Crime
Crime,GENRE_OF,Bonnie and Clyde
Bonnie and Clyde,HAS_GENRE,Drama
Drama,GENRE_OF,Bonnie and Clyde
Bonnie and Clyde,HAS_CAST,Faye Dunaway
Faye Dunaway,CAST_IN,Bonnie and Clyde
Bonnie and Clyde,HAS_CAST,Gene Hackman
Gene Hackman,CAST_IN,Bonnie and Clyde
Footloose,HAS_GENRE,Drama
Drama,GENRE_OF,Footloose
Footloose,HAS_GENRE,Music
Music,GENRE_OF,Footloose
Footloose,HAS_GENRE,Romance
Romance,GENRE_OF,Footloose
Footloose,HAS_CAST,Dennis Quaid
Dennis Quaid,CAST_IN,Footloose
Footloose,HAS_CAST,Julianne Hough
Julianne Hough,CAST_IN,Footloose
Footloose,HAS_CAST,Miles Teller
Miles Teller,CAST_IN,Footloose
W.E.,HAS_GENRE,Drama
Drama,GENRE_OF,W.E.
W.E.,HAS_GENRE,Romance
Romance,GENRE_OF,W.E.
W.E.,HAS_CAST,Abbie Cornish
Abbie Cornish,CAST_IN,W.E.
Ride,HAS_GENRE,Drama
Drama,GENRE_OF,Ride
Cinema Paradiso,HAS_GENRE,Drama
Drama,GENRE_OF,Cinema Paradiso
Cinema Paradiso,HAS_GENRE,Romance
Romance,GENRE_OF,Cinema Paradiso
Gremlins,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Gremlins
Gremlins,HAS_GENRE,Horror
Horror,GENRE_OF,Gremlins
Gremlins,HAS_GENRE,Comedy
Comedy,GENRE_OF,Gremlins
Gremlins,HAS_CAST,Corey Feldman
Corey Feldman,CAST_IN,Gremlins
Gremlins,HAS_WRITER,Chris Columbus
Chris Columbus,WROTE,Gremlins
Dr. Who and the Daleks,HAS_GENRE,Adventure
Adventure,GENRE_OF,Dr. Who and the Daleks
Dr. Who and the Daleks,HAS_GENRE,Family
Family,GENRE_OF,Dr. Who and the Daleks
Dr. Who and the Daleks,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Dr. Who and the Daleks
Mulan,HAS_GENRE,Animation
Animation,GENRE_OF,Mulan
Mulan,HAS_GENRE,Family
Family,GENRE_OF,Mulan
Mulan,HAS_GENRE,Adventure
Adventure,GENRE_OF,Mulan
Mulan,HAS_CAST,Eddie Murphy
Eddie Murphy,CAST_IN,Mulan
Les Misérables,HAS_GENRE,History
History,GENRE_OF,Les Misérables
Les Misérables,HAS_GENRE,Drama
Drama,GENRE_OF,Les Misérables
Les Misérables,HAS_CAST,Hugh Jackman
Hugh Jackman,CAST_IN,Les Misérables
Les Misérables,HAS_CAST,Russell Crowe
Russell Crowe,CAST_IN,Les Misérables
Les Misérables,HAS_CAST,Anne Hathaway
Anne Hathaway,CAST_IN,Les Misérables
Les Misérables,HAS_CAST,Amanda Seyfried
Amanda Seyfried,CAST_IN,Les Misérables
9 to 5,HAS_GENRE,Comedy
Comedy,GENRE_OF,9 to 5
9 to 5,HAS_CAST,Jane Fonda
Jane Fonda,CAST_IN,9 to 5
9 to 5,HAS_CAST,Lily Tomlin
Lily Tomlin,CAST_IN,9 to 5
9 to 5,HAS_CAST,Dolly Parton
Dolly Parton,CAST_IN,9 to 5
Dark City,HAS_GENRE,Mystery
Mystery,GENRE_OF,Dark City
Dark City,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Dark City
Dark City,HAS_CAST,Kiefer Sutherland
Kiefer Sutherland,CAST_IN,Dark City
National Treasure,HAS_GENRE,Adventure
Adventure,GENRE_OF,National Treasure
National Treasure,HAS_GENRE,Action
Action,GENRE_OF,National Treasure
National Treasure,HAS_GENRE,Thriller
Thriller,GENRE_OF,National Treasure
National Treasure,HAS_GENRE,Mystery
Mystery,GENRE_OF,National Treasure
National Treasure,HAS_CAST,Nicolas Cage
Nicolas Cage,CAST_IN,National Treasure
National Treasure,HAS_CAST,Justin Bartha
Justin Bartha,CAST_IN,National Treasure
National Treasure,HAS_CAST,Sean Bean
Sean Bean,CAST_IN,National Treasure
Weekend at Bernie's,HAS_GENRE,Comedy
Comedy,GENRE_OF,Weekend at Bernie's
Weekend at Bernie's,HAS_GENRE,Crime
Crime,GENRE_OF,Weekend at Bernie's
Prisoners,HAS_GENRE,Drama
Drama,GENRE_OF,Prisoners
Open Season,HAS_GENRE,Animation
Animation,GENRE_OF,Open Season
Open Season,HAS_GENRE,Family
Family,GENRE_OF,Open Season
Open Season,HAS_GENRE,Adventure
Adventure,GENRE_OF,Open Season
Open Season,HAS_GENRE,Comedy
Comedy,GENRE_OF,Open Season
Open Season,HAS_CAST,Martin Lawrence
Martin Lawrence,CAST_IN,Open Season
Open Season,HAS_CAST,Ashton Kutcher
Ashton Kutcher,CAST_IN,Open Season
Open Season,HAS_CAST,Debra Messing
Debra Messing,CAST_IN,Open Season
The Man in the Moon,HAS_GENRE,Drama
Drama,GENRE_OF,The Man in the Moon
The Man in the Moon,HAS_GENRE,Family
Family,GENRE_OF,The Man in the Moon
The Man in the Moon,HAS_GENRE,Romance
Romance,GENRE_OF,The Man in the Moon
The Man in the Moon,HAS_CAST,Reese Witherspoon
Reese Witherspoon,CAST_IN,The Man in the Moon
Wise Guys,HAS_GENRE,Comedy
Comedy,GENRE_OF,Wise Guys
Wise Guys,HAS_GENRE,Crime
Crime,GENRE_OF,Wise Guys
Wise Guys,HAS_CAST,Danny DeVito
Danny DeVito,CAST_IN,Wise Guys
Under the Skin,HAS_GENRE,Thriller
Thriller,GENRE_OF,Under the Skin
Under the Skin,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Under the Skin
Under the Skin,HAS_GENRE,Drama
Drama,GENRE_OF,Under the Skin
Under the Skin,HAS_CAST,Scarlett Johansson
Scarlett Johansson,CAST_IN,Under the Skin
The Silence of the Hams,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Silence of the Hams
The Silence of the Hams,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Silence of the Hams
The Silence of the Hams,HAS_CAST,Billy Zane
Billy Zane,CAST_IN,The Silence of the Hams
The Lord of the Rings: The Fellowship of the Ring,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Lord of the Rings: The Fellowship of the Ring
The Lord of the Rings: The Fellowship of the Ring,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Lord of the Rings: The Fellowship of the Ring
The Lord of the Rings: The Fellowship of the Ring,HAS_GENRE,Action
Action,GENRE_OF,The Lord of the Rings: The Fellowship of the Ring
The Lord of the Rings: The Fellowship of the Ring,HAS_CAST,Sean Astin
Sean Astin,CAST_IN,The Lord of the Rings: The Fellowship of the Ring
The Lord of the Rings: The Fellowship of the Ring,HAS_DIRECTOR,Peter Jackson
Peter Jackson,DIRECTED,The Lord of the Rings: The Fellowship of the Ring
The Ref,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Ref
The Ref,HAS_GENRE,Crime
Crime,GENRE_OF,The Ref
The Ref,HAS_GENRE,Drama
Drama,GENRE_OF,The Ref
The Ref,HAS_CAST,Kevin Spacey
Kevin Spacey,CAST_IN,The Ref
Tombstone,HAS_GENRE,Western
Western,GENRE_OF,Tombstone
Tombstone,HAS_GENRE,Action
Action,GENRE_OF,Tombstone
Tombstone,HAS_CAST,Kurt Russell
Kurt Russell,CAST_IN,Tombstone
Tombstone,HAS_CAST,Val Kilmer
Val Kilmer,CAST_IN,Tombstone
Funny Games,HAS_GENRE,Drama
Drama,GENRE_OF,Funny Games
Funny Games,HAS_GENRE,Thriller
Thriller,GENRE_OF,Funny Games
Funny Games,HAS_GENRE,Horror
Horror,GENRE_OF,Funny Games
Funny Games,HAS_CAST,Naomi Watts
Naomi Watts,CAST_IN,Funny Games
Leaving Las Vegas,HAS_GENRE,Drama
Drama,GENRE_OF,Leaving Las Vegas
Leaving Las Vegas,HAS_GENRE,Romance
Romance,GENRE_OF,Leaving Las Vegas
Leaving Las Vegas,HAS_CAST,Nicolas Cage
Nicolas Cage,CAST_IN,Leaving Las Vegas
The Blue Lagoon,HAS_GENRE,Romance
Romance,GENRE_OF,The Blue Lagoon
The Blue Lagoon,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Blue Lagoon
The Blue Lagoon,HAS_CAST,Brooke Shields
Brooke Shields,CAST_IN,The Blue Lagoon
The Crown,HAS_GENRE,Action
Action,GENRE_OF,The Crown
The Crown,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Crown
The Crown,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,The Crown
The Crown,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,The Crown
Way of the Dragon,HAS_GENRE,Action
Action,GENRE_OF,Way of the Dragon
Way of the Dragon,HAS_GENRE,Crime
Crime,GENRE_OF,Way of the Dragon
Way of the Dragon,HAS_CAST,Bruce Lee
Bruce Lee,CAST_IN,Way of the Dragon
Way of the Dragon,HAS_DIRECTOR,Bruce Lee
Bruce Lee,DIRECTED,Way of the Dragon
Watership Down,HAS_GENRE,Adventure
Adventure,GENRE_OF,Watership Down
Watership Down,HAS_GENRE,Animation
Animation,GENRE_OF,Watership Down
Watership Down,HAS_GENRE,Drama
Drama,GENRE_OF,Watership Down
Stagecoach,HAS_GENRE,TV Movie
TV Movie,GENRE_OF,Stagecoach
Stagecoach,HAS_GENRE,Western
Western,GENRE_OF,Stagecoach
Stagecoach,HAS_CAST,Johnny Cash
Johnny Cash,CAST_IN,Stagecoach
The Tourist,HAS_GENRE,Romance
Romance,GENRE_OF,The Tourist
The Tourist,HAS_GENRE,Drama
Drama,GENRE_OF,The Tourist
Jaws 3-D,HAS_GENRE,Thriller
Thriller,GENRE_OF,Jaws 3-D
Jaws 3-D,HAS_GENRE,Horror
Horror,GENRE_OF,Jaws 3-D
Jaws 3-D,HAS_CAST,Dennis Quaid
Dennis Quaid,CAST_IN,Jaws 3-D
Cult of Chucky,HAS_GENRE,Horror
Horror,GENRE_OF,Cult of Chucky
Cult of Chucky,HAS_GENRE,Thriller
Thriller,GENRE_OF,Cult of Chucky
Balls of Fury,HAS_GENRE,Comedy
Comedy,GENRE_OF,Balls of Fury
Balls of Fury,HAS_GENRE,Crime
Crime,GENRE_OF,Balls of Fury
Balls of Fury,HAS_CAST,Christopher Walken
Christopher Walken,CAST_IN,Balls of Fury
Balls of Fury,HAS_CAST,George Lopez
George Lopez,CAST_IN,Balls of Fury
The Game Plan,HAS_GENRE,Comedy
Comedy,GENRE_OF,The Game Plan
The Game Plan,HAS_GENRE,Family
Family,GENRE_OF,The Game Plan
The Game Plan,HAS_CAST,Dwayne Johnson
Dwayne Johnson,CAST_IN,The Game Plan
The Game Plan,HAS_CAST,Morris Chestnut
Morris Chestnut,CAST_IN,The Game Plan
Darkman,HAS_GENRE,Action
Action,GENRE_OF,Darkman
Darkman,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Darkman
Darkman,HAS_GENRE,Thriller
Thriller,GENRE_OF,Darkman
Darkman,HAS_CAST,Liam Neeson
Liam Neeson,CAST_IN,Darkman
Ted 2,HAS_GENRE,Comedy
Comedy,GENRE_OF,Ted 2
Ted 2,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Ted 2
Ted 2,HAS_CAST,Mark Wahlberg
Mark Wahlberg,CAST_IN,Ted 2
Ted 2,HAS_CAST,Seth MacFarlane
Seth MacFarlane,CAST_IN,Ted 2
Ted 2,HAS_CAST,Amanda Seyfried
Amanda Seyfried,CAST_IN,Ted 2
Ted 2,HAS_CAST,Morgan Freeman
Morgan Freeman,CAST_IN,Ted 2
Ted 2,HAS_DIRECTOR,Seth MacFarlane
Seth MacFarlane,DIRECTED,Ted 2
Ted 2,HAS_WRITER,Seth MacFarlane
Seth MacFarlane,WROTE,Ted 2
Upstream Color,HAS_GENRE,Drama
Drama,GENRE_OF,Upstream Color
Upstream Color,HAS_GENRE,Science Fiction
Science Fiction,GENRE_OF,Upstream Color
The Green Inferno,HAS_GENRE,Horror
Horror,GENRE_OF,The Green Inferno
The Green Inferno,HAS_GENRE,Thriller
Thriller,GENRE_OF,The Green Inferno
The Green Inferno,HAS_GENRE,Adventure
Adventure,GENRE_OF,The Green Inferno
The Green Inferno,HAS_CAST,Daryl Sabara
Daryl Sabara,CAST_IN,The Green Inferno
The Green Inferno,HAS_DIRECTOR,Eli Roth
Eli Roth,DIRECTED,The Green Inferno
Nightbreed,HAS_GENRE,Horror
Horror,GENRE_OF,Nightbreed
Nightbreed,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Nightbreed
Nightbreed,HAS_GENRE,Action
Action,GENRE_OF,Nightbreed
Beer for My Horses,HAS_GENRE,Action
Action,GENRE_OF,Beer for My Horses
Beer for My Horses,HAS_GENRE,Comedy
Comedy,GENRE_OF,Beer for My Horses
Sgt. Bilko,HAS_GENRE,Comedy
Comedy,GENRE_OF,Sgt. Bilko
Sgt. Bilko,HAS_CAST,Steve Martin
Steve Martin,CAST_IN,Sgt. Bilko
Jiggs and Maggie in Society,HAS_GENRE,Comedy
Comedy,GENRE_OF,Jiggs and Maggie in Society
The Passover Plot,HAS_GENRE,Drama
Drama,GENRE_OF,The Passover Plot
