SUBJECT,RELATION,OBJECT_PROPERTY
Crank,HAS_GENRE,Thriller
Action,GENRE_OF,Crank
Crank,HAS_GENRE,Action
Romance,GENRE_OF,Four Sisters and a Wedding
Four Sisters and a Wedding,HAS_GENRE,Romance
Drama,GENRE_OF,Four Sisters and a Wedding
Four Sisters and a Wedding,HAS_GENRE,Drama
Comedy,GENRE_OF,Four Sisters and a Wedding
Four Sisters and a Wedding,HAS_GENRE,Comedy
Family,GENRE_OF,Four Sisters and a Wedding
Four Sisters and a Wedding,HAS_GENRE,Family
History,GENRE_OF,79 A.D.
79 A.D.,HAS_GENRE,History
Drama,GENRE_OF,79 A.D.
79 A.D.,HAS_GENRE,Drama
Wes Anderson,DIRECTED,Bottle Rocket
Bottle Rocket,HAS_DIRECTOR,Wes Anderson
Luke Wilson,CAST_IN,Bottle Rocket
Bottle Rocket,HAS_CAST,Luke Wilson
Owen Wilson,CAST_IN,Bottle Rocket
Bottle Rocket,HAS_CAST,Owen Wilson
Drama,GENRE_OF,Bottle Rocket
Bottle Rocket,HAS_GENRE,Drama
Crime,GENRE_OF,Bottle Rocket
Bottle Rocket,HAS_GENRE,Crime
Comedy,GENRE_OF,Bottle Rocket
Bottle Rocket,HAS_GENRE,Comedy
misc,GENRE_OF,Love Station
Love Station,HAS_GENRE,misc
Tom Cruise,CAST_IN,American Made
American Made,HAS_CAST,Tom Cruise
Thriller,GENRE_OF,American Made
American Made,HAS_GENRE,Thriller
Drama,GENRE_OF,American Made
American Made,HAS_GENRE,Drama
Crime,GENRE_OF,American Made
American Made,HAS_GENRE,Crime
Comedy,GENRE_OF,American Made
American Made,HAS_GENRE,Comedy
Action,GENRE_OF,American Made
American Made,HAS_GENRE,Action
Family,GENRE_OF,Pokémon 3: The Movie
Pokémon 3: The Movie,HAS_GENRE,Family
Action,GENRE_OF,Pokémon 3: The Movie
Pokémon 3: The Movie,HAS_GENRE,Action
Animation,GENRE_OF,Pokémon 3: The Movie
Pokémon 3: The Movie,HAS_GENRE,Animation
Fantasy,GENRE_OF,Pokémon 3: The Movie
Pokémon 3: The Movie,HAS_GENRE,Fantasy
Adventure,GENRE_OF,Pokémon 3: The Movie
Pokémon 3: The Movie,HAS_GENRE,Adventure
Family,GENRE_OF,Swades
Swades,HAS_GENRE,Family
Drama,GENRE_OF,Swades
Swades,HAS_GENRE,Drama
Kevin Kline,CAST_IN,The Road to El Dorado
The Road to El Dorado,HAS_CAST,Kevin Kline
Fantasy,GENRE_OF,The Road to El Dorado
The Road to El Dorado,HAS_GENRE,Fantasy
Comedy,GENRE_OF,The Road to El Dorado
The Road to El Dorado,HAS_GENRE,Comedy
Animation,GENRE_OF,The Road to El Dorado
The Road to El Dorado,HAS_GENRE,Animation
Adventure,GENRE_OF,The Road to El Dorado
The Road to El Dorado,HAS_GENRE,Adventure
Family,GENRE_OF,The Road to El Dorado
The Road to El Dorado,HAS_GENRE,Family
Kurt Russell,CAST_IN,Tequila Sunrise
Tequila Sunrise,HAS_CAST,Kurt Russell
Mel Gibson,CAST_IN,Tequila Sunrise
Tequila Sunrise,HAS_CAST,Mel Gibson
Romance,GENRE_OF,Tequila Sunrise
Tequila Sunrise,HAS_GENRE,Romance
Crime,GENRE_OF,Tequila Sunrise
Tequila Sunrise,HAS_GENRE,Crime
Thriller,GENRE_OF,Tequila Sunrise
Tequila Sunrise,HAS_GENRE,Thriller
Paul Newman,CAST_IN,Where the Money Is
Where the Money Is,HAS_CAST,Paul Newman
Drama,GENRE_OF,Where the Money Is
Where the Money Is,HAS_GENRE,Drama
Crime,GENRE_OF,Where the Money Is
Where the Money Is,HAS_GENRE,Crime
Comedy,GENRE_OF,Where the Money Is
Where the Money Is,HAS_GENRE,Comedy
Brian Cox,CAST_IN,For Love of the Game
For Love of the Game,HAS_CAST,Brian Cox
Jena Malone,CAST_IN,For Love of the Game
For Love of the Game,HAS_CAST,Jena Malone
Kevin Costner,CAST_IN,For Love of the Game
For Love of the Game,HAS_CAST,Kevin Costner
Romance,GENRE_OF,For Love of the Game
For Love of the Game,HAS_GENRE,Romance
Drama,GENRE_OF,For Love of the Game
For Love of the Game,HAS_GENRE,Drama
Mystery,GENRE_OF,The Vanishing
The Vanishing,HAS_GENRE,Mystery
Thriller,GENRE_OF,The Vanishing
The Vanishing,HAS_GENRE,Thriller
Documentary,GENRE_OF,Super8
Super8,HAS_GENRE,Documentary
Family,GENRE_OF,Superman: Doomsday
Superman: Doomsday,HAS_GENRE,Family
Science Fiction,GENRE_OF,Superman: Doomsday
Superman: Doomsday,HAS_GENRE,Science Fiction
Animation,GENRE_OF,Superman: Doomsday
Superman: Doomsday,HAS_GENRE,Animation
Action,GENRE_OF,Superman: Doomsday
Superman: Doomsday,HAS_GENRE,Action
Kiefer Sutherland,CAST_IN,Taking Lives
Taking Lives,HAS_CAST,Kiefer Sutherland
Ethan Hawke,CAST_IN,Taking Lives
Taking Lives,HAS_CAST,Ethan Hawke
Angelina Jolie,CAST_IN,Taking Lives
Taking Lives,HAS_CAST,Angelina Jolie
Thriller,GENRE_OF,Taking Lives
Taking Lives,HAS_GENRE,Thriller
Crime,GENRE_OF,Taking Lives
Taking Lives,HAS_GENRE,Crime
Comedy,GENRE_OF,Never Say Die
Never Say Die,HAS_GENRE,Comedy
Tyler Perry,WROTE,The Single Moms Club
The Single Moms Club,HAS_WRITER,Tyler Perry
Tyler Perry,DIRECTED,The Single Moms Club
The Single Moms Club,HAS_DIRECTOR,Tyler Perry
Comedy,GENRE_OF,The Single Moms Club
The Single Moms Club,HAS_GENRE,Comedy
Drama,GENRE_OF,The Single Moms Club
The Single Moms Club,HAS_GENRE,Drama
Kevin Costner,CAST_IN,Thirteen Days
Thirteen Days,HAS_CAST,Kevin Costner
War,GENRE_OF,Thirteen Days
Thirteen Days,HAS_GENRE,War
Thriller,GENRE_OF,Thirteen Days
Thirteen Days,HAS_GENRE,Thriller
History,GENRE_OF,Thirteen Days
Thirteen Days,HAS_GENRE,History
Drama,GENRE_OF,Thirteen Days
Thirteen Days,HAS_GENRE,Drama
Macaulay Culkin,CAST_IN,Richie Rich
Richie Rich,HAS_CAST,Macaulay Culkin
Family,GENRE_OF,Richie Rich
Richie Rich,HAS_GENRE,Family
Comedy,GENRE_OF,Richie Rich
Richie Rich,HAS_GENRE,Comedy
Ron Howard,DIRECTED,The Beatles: Eight Days a Week
The Beatles: Eight Days a Week,HAS_DIRECTOR,Ron Howard
Music,GENRE_OF,The Beatles: Eight Days a Week
The Beatles: Eight Days a Week,HAS_GENRE,Music
Documentary,GENRE_OF,The Beatles: Eight Days a Week
The Beatles: Eight Days a Week,HAS_GENRE,Documentary
John Carpenter,WROTE,Mars
Mars,HAS_WRITER,John Carpenter
John Carpenter,DIRECTED,Mars
Mars,HAS_DIRECTOR,John Carpenter
Jason Statham,CAST_IN,Mars
Mars,HAS_CAST,Jason Statham
Ice Cube,CAST_IN,Mars
Mars,HAS_CAST,Ice Cube
Science Fiction,GENRE_OF,Mars
Mars,HAS_GENRE,Science Fiction
Horror,GENRE_OF,Mars
Mars,HAS_GENRE,Horror
Action,GENRE_OF,Mars
Mars,HAS_GENRE,Action
Comedy,GENRE_OF,Love Shack
Love Shack,HAS_GENRE,Comedy
Michael Moore,WROTE,Where to Invade Next
Where to Invade Next,HAS_WRITER,Michael Moore
Michael Moore,DIRECTED,Where to Invade Next
Where to Invade Next,HAS_DIRECTOR,Michael Moore
Michael Moore,CAST_IN,Where to Invade Next
Where to Invade Next,HAS_CAST,Michael Moore
Documentary,GENRE_OF,Where to Invade Next
Where to Invade Next,HAS_GENRE,Documentary
Sean Astin,CAST_IN,Forever Strong
Forever Strong,HAS_CAST,Sean Astin
Action,GENRE_OF,Forever Strong
Forever Strong,HAS_GENRE,Action
Drama,GENRE_OF,Forever Strong
Forever Strong,HAS_GENRE,Drama
Edward Norton,CAST_IN,Birdman
Birdman,HAS_CAST,Edward Norton
Zach Galifianakis,CAST_IN,Birdman
Birdman,HAS_CAST,Zach Galifianakis
Emma Stone,CAST_IN,Birdman
Birdman,HAS_CAST,Emma Stone
Michael Keaton,CAST_IN,Birdman
Birdman,HAS_CAST,Michael Keaton
Comedy,GENRE_OF,Birdman
Birdman,HAS_GENRE,Comedy
Drama,GENRE_OF,Birdman
Birdman,HAS_GENRE,Drama
Kevin Spacey,CAST_IN,Horrible Bosses 2
Horrible Bosses 2,HAS_CAST,Kevin Spacey
Jennifer Aniston,CAST_IN,Horrible Bosses 2
Horrible Bosses 2,HAS_CAST,Jennifer Aniston
Charlie Day,CAST_IN,Horrible Bosses 2
Horrible Bosses 2,HAS_CAST,Charlie Day
Jason Bateman,CAST_IN,Horrible Bosses 2
Horrible Bosses 2,HAS_CAST,Jason Bateman
Comedy,GENRE_OF,Horrible Bosses 2
Horrible Bosses 2,HAS_GENRE,Comedy
Claire Danes,CAST_IN,The Family Stone
The Family Stone,HAS_CAST,Claire Danes
Luke Wilson,CAST_IN,The Family Stone
The Family Stone,HAS_CAST,Luke Wilson
Diane Keaton,CAST_IN,The Family Stone
The Family Stone,HAS_CAST,Diane Keaton
Romance,GENRE_OF,The Family Stone
The Family Stone,HAS_GENRE,Romance
Drama,GENRE_OF,The Family Stone
The Family Stone,HAS_GENRE,Drama
Comedy,GENRE_OF,The Family Stone
The Family Stone,HAS_GENRE,Comedy
Jeff Bridges,CAST_IN,Tron: Legacy
Tron: Legacy,HAS_CAST,Jeff Bridges
Science Fiction,GENRE_OF,Tron: Legacy
Tron: Legacy,HAS_GENRE,Science Fiction
Action,GENRE_OF,Tron: Legacy
Tron: Legacy,HAS_GENRE,Action
Adventure,GENRE_OF,Tron: Legacy
Tron: Legacy,HAS_GENRE,Adventure
Ron Howard,DIRECTED,Inferno
Inferno,HAS_DIRECTOR,Ron Howard
Tom Hanks,CAST_IN,Inferno
Inferno,HAS_CAST,Tom Hanks
Action,GENRE_OF,Inferno
Inferno,HAS_GENRE,Action
Thriller,GENRE_OF,Inferno
Inferno,HAS_GENRE,Thriller
Mystery,GENRE_OF,Inferno
Inferno,HAS_GENRE,Mystery
Robin Wright,CAST_IN,A Home at the End of the World
A Home at the End of the World,HAS_CAST,Robin Wright
Colin Farrell,CAST_IN,A Home at the End of the World
A Home at the End of the World,HAS_CAST,Colin Farrell
Romance,GENRE_OF,A Home at the End of the World
A Home at the End of the World,HAS_GENRE,Romance
Drama,GENRE_OF,A Home at the End of the World
A Home at the End of the World,HAS_GENRE,Drama
misc,GENRE_OF,Herbie
Herbie,HAS_GENRE,misc
Horror,GENRE_OF,Dracula 3D
Dracula 3D,HAS_GENRE,Horror
Documentary,GENRE_OF,Jiro Dreams of Sushi
Jiro Dreams of Sushi,HAS_GENRE,Documentary
Mystery,GENRE_OF,Wrong Cops
Wrong Cops,HAS_GENRE,Mystery
Crime,GENRE_OF,Wrong Cops
Wrong Cops,HAS_GENRE,Crime
Comedy,GENRE_OF,Wrong Cops
Wrong Cops,HAS_GENRE,Comedy
Drama,GENRE_OF,Ghosts
Ghosts,HAS_GENRE,Drama
Nathan Lane,CAST_IN,Titan A.E.
Titan A.E.,HAS_CAST,Nathan Lane
Drew Barrymore,CAST_IN,Titan A.E.
Titan A.E.,HAS_CAST,Drew Barrymore
Matt Damon,CAST_IN,Titan A.E.
Titan A.E.,HAS_CAST,Matt Damon
Adventure,GENRE_OF,Titan A.E.
Titan A.E.,HAS_GENRE,Adventure
Family,GENRE_OF,Titan A.E.
Titan A.E.,HAS_GENRE,Family
Science Fiction,GENRE_OF,Titan A.E.
Titan A.E.,HAS_GENRE,Science Fiction
Action,GENRE_OF,Titan A.E.
Titan A.E.,HAS_GENRE,Action
Animation,GENRE_OF,Titan A.E.
Titan A.E.,HAS_GENRE,Animation
Don Cheadle,CAST_IN,Hamburger Hill
Hamburger Hill,HAS_CAST,Don Cheadle
Drama,GENRE_OF,Hamburger Hill
Hamburger Hill,HAS_GENRE,Drama
Action,GENRE_OF,Hamburger Hill
Hamburger Hill,HAS_GENRE,Action
War,GENRE_OF,Hamburger Hill
Hamburger Hill,HAS_GENRE,War
Drama,GENRE_OF,God Bless America
God Bless America,HAS_GENRE,Drama
Comedy,GENRE_OF,God Bless America
God Bless America,HAS_GENRE,Comedy
Horror,GENRE_OF,Breaking Dawn
Breaking Dawn,HAS_GENRE,Horror
Thriller,GENRE_OF,Breaking Dawn
Breaking Dawn,HAS_GENRE,Thriller
Mystery,GENRE_OF,Breaking Dawn
Breaking Dawn,HAS_GENRE,Mystery
Documentary,GENRE_OF,Man on Wire
Man on Wire,HAS_GENRE,Documentary
Drama,GENRE_OF,The Last Escape
The Last Escape,HAS_GENRE,Drama
George Clooney,CAST_IN,The American
The American,HAS_CAST,George Clooney
Thriller,GENRE_OF,The American
The American,HAS_GENRE,Thriller
Drama,GENRE_OF,The American
The American,HAS_GENRE,Drama
Crime,GENRE_OF,The American
The American,HAS_GENRE,Crime
Mystery,GENRE_OF,Paranormal Activity 3
Paranormal Activity 3,HAS_GENRE,Mystery
Horror,GENRE_OF,Paranormal Activity 3
Paranormal Activity 3,HAS_GENRE,Horror
Ron Livingston,CAST_IN,The Odd Life of Timothy Green
The Odd Life of Timothy Green,HAS_CAST,Ron Livingston
Jennifer Garner,CAST_IN,The Odd Life of Timothy Green
The Odd Life of Timothy Green,HAS_CAST,Jennifer Garner
Family,GENRE_OF,The Odd Life of Timothy Green
The Odd Life of Timothy Green,HAS_GENRE,Family
Comedy,GENRE_OF,The Odd Life of Timothy Green
The Odd Life of Timothy Green,HAS_GENRE,Comedy
Drama,GENRE_OF,The Odd Life of Timothy Green
The Odd Life of Timothy Green,HAS_GENRE,Drama
Fantasy,GENRE_OF,The Odd Life of Timothy Green
The Odd Life of Timothy Green,HAS_GENRE,Fantasy
Daniel Radcliffe,CAST_IN,Swiss Army Man
Swiss Army Man,HAS_CAST,Daniel Radcliffe
Adventure,GENRE_OF,Swiss Army Man
Swiss Army Man,HAS_GENRE,Adventure
Fantasy,GENRE_OF,Swiss Army Man
Swiss Army Man,HAS_GENRE,Fantasy
Romance,GENRE_OF,Swiss Army Man
Swiss Army Man,HAS_GENRE,Romance
Drama,GENRE_OF,Swiss Army Man
Swiss Army Man,HAS_GENRE,Drama
Comedy,GENRE_OF,Swiss Army Man
Swiss Army Man,HAS_GENRE,Comedy
Drama,GENRE_OF,Black Belt
Black Belt,HAS_GENRE,Drama
Action,GENRE_OF,Black Belt
Black Belt,HAS_GENRE,Action
Dennis Hopper,DIRECTED,Easy Rider
Easy Rider,HAS_DIRECTOR,Dennis Hopper
Jack Nicholson,CAST_IN,Easy Rider
Easy Rider,HAS_CAST,Jack Nicholson
Dennis Hopper,CAST_IN,Easy Rider
Easy Rider,HAS_CAST,Dennis Hopper
Drama,GENRE_OF,Easy Rider
Easy Rider,HAS_GENRE,Drama
Adventure,GENRE_OF,Easy Rider
Easy Rider,HAS_GENRE,Adventure
Steven Spielberg,DIRECTED,A.I. Artificial Intelligence
A.I. Artificial Intelligence,HAS_DIRECTOR,Steven Spielberg
Jude Law,CAST_IN,A.I. Artificial Intelligence
A.I. Artificial Intelligence,HAS_CAST,Jude Law
Haley Joel Osment,CAST_IN,A.I. Artificial Intelligence
A.I. Artificial Intelligence,HAS_CAST,Haley Joel Osment
Adventure,GENRE_OF,A.I. Artificial Intelligence
A.I. Artificial Intelligence,HAS_GENRE,Adventure
Science Fiction,GENRE_OF,A.I. Artificial Intelligence
A.I. Artificial Intelligence,HAS_GENRE,Science Fiction
Drama,GENRE_OF,A.I. Artificial Intelligence
A.I. Artificial Intelligence,HAS_GENRE,Drama
Ed Harris,CAST_IN,National Treasure: Book of Secrets
National Treasure: Book of Secrets,HAS_CAST,Ed Harris
Nicolas Cage,CAST_IN,National Treasure: Book of Secrets
National Treasure: Book of Secrets,HAS_CAST,Nicolas Cage
Thriller,GENRE_OF,National Treasure: Book of Secrets
National Treasure: Book of Secrets,HAS_GENRE,Thriller
Mystery,GENRE_OF,National Treasure: Book of Secrets
National Treasure: Book of Secrets,HAS_GENRE,Mystery
Adventure,GENRE_OF,National Treasure: Book of Secrets
National Treasure: Book of Secrets,HAS_GENRE,Adventure
Action,GENRE_OF,National Treasure: Book of Secrets
National Treasure: Book of Secrets,HAS_GENRE,Action
Thriller,GENRE_OF,The Belko Experiment
The Belko Experiment,HAS_GENRE,Thriller
Horror,GENRE_OF,The Belko Experiment
The Belko Experiment,HAS_GENRE,Horror
Family,GENRE_OF,Where the Red Fern Grows
Where the Red Fern Grows,HAS_GENRE,Family
Drama,GENRE_OF,Where the Red Fern Grows
Where the Red Fern Grows,HAS_GENRE,Drama
Angela Lansbury,CAST_IN,Blue Hawaii
Blue Hawaii,HAS_CAST,Angela Lansbury
Music,GENRE_OF,Blue Hawaii
Blue Hawaii,HAS_GENRE,Music
Comedy,GENRE_OF,Blue Hawaii
Blue Hawaii,HAS_GENRE,Comedy
Tyler Perry,DIRECTED,Temptation: Confessions of a Marriage Counselor
Temptation: Confessions of a Marriage Counselor,HAS_DIRECTOR,Tyler Perry
Drama,GENRE_OF,Temptation: Confessions of a Marriage Counselor
Temptation: Confessions of a Marriage Counselor,HAS_GENRE,Drama
Katherine Heigl,CAST_IN,My Father the Hero
My Father the Hero,HAS_CAST,Katherine Heigl
Romance,GENRE_OF,My Father the Hero
My Father the Hero,HAS_GENRE,Romance
Comedy,GENRE_OF,My Father the Hero
My Father the Hero,HAS_GENRE,Comedy
Family,GENRE_OF,My Father the Hero
My Father the Hero,HAS_GENRE,Family
Animation,GENRE_OF,Woody Woodpecker
Woody Woodpecker,HAS_GENRE,Animation
Family,GENRE_OF,Woody Woodpecker
Woody Woodpecker,HAS_GENRE,Family
Comedy,GENRE_OF,Woody Woodpecker
Woody Woodpecker,HAS_GENRE,Comedy
Meryl Streep,CAST_IN,Wings of Life
Wings of Life,HAS_CAST,Meryl Streep
Documentary,GENRE_OF,Wings of Life
Wings of Life,HAS_GENRE,Documentary
Liam Neeson,CAST_IN,Rob Roy
Rob Roy,HAS_CAST,Liam Neeson
War,GENRE_OF,Rob Roy
Rob Roy,HAS_GENRE,War
Action,GENRE_OF,Rob Roy
Rob Roy,HAS_GENRE,Action
Drama,GENRE_OF,Rob Roy
Rob Roy,HAS_GENRE,Drama
History,GENRE_OF,Rob Roy
Rob Roy,HAS_GENRE,History
Adventure,GENRE_OF,Rob Roy
Rob Roy,HAS_GENRE,Adventure
Comedy,GENRE_OF,Jump
Jump,HAS_GENRE,Comedy
Drama,GENRE_OF,Jump
Jump,HAS_GENRE,Drama
Sam Rockwell,CAST_IN,Everybody's Fine
Everybody's Fine,HAS_CAST,Sam Rockwell
Kate Beckinsale,CAST_IN,Everybody's Fine
Everybody's Fine,HAS_CAST,Kate Beckinsale
Drew Barrymore,CAST_IN,Everybody's Fine
Everybody's Fine,HAS_CAST,Drew Barrymore
Robert De Niro,CAST_IN,Everybody's Fine
Everybody's Fine,HAS_CAST,Robert De Niro
Drama,GENRE_OF,Everybody's Fine
Everybody's Fine,HAS_GENRE,Drama
Juliette Lewis,CAST_IN,August: Osage County
August: Osage County,HAS_CAST,Juliette Lewis
Meryl Streep,CAST_IN,August: Osage County
August: Osage County,HAS_CAST,Meryl Streep
Julia Roberts,CAST_IN,August: Osage County
August: Osage County,HAS_CAST,Julia Roberts
Drama,GENRE_OF,August: Osage County
August: Osage County,HAS_GENRE,Drama
Comedy,GENRE_OF,August: Osage County
August: Osage County,HAS_GENRE,Comedy
Michelle Monaghan,CAST_IN,Mission: Impossible III
Mission: Impossible III,HAS_CAST,Michelle Monaghan
Tom Cruise,CAST_IN,Mission: Impossible III
Mission: Impossible III,HAS_CAST,Tom Cruise
Thriller,GENRE_OF,Mission: Impossible III
Mission: Impossible III,HAS_GENRE,Thriller
Action,GENRE_OF,Mission: Impossible III
Mission: Impossible III,HAS_GENRE,Action
Adventure,GENRE_OF,Mission: Impossible III
Mission: Impossible III,HAS_GENRE,Adventure
Music,GENRE_OF,How to Succeed in Business Without Really Trying
How to Succeed in Business Without Really Trying,HAS_GENRE,Music
Comedy,GENRE_OF,How to Succeed in Business Without Really Trying
How to Succeed in Business Without Really Trying,HAS_GENRE,Comedy
Tim Allen,CAST_IN,Toy Story That Time Forgot
Toy Story That Time Forgot,HAS_CAST,Tim Allen
Tom Hanks,CAST_IN,Toy Story That Time Forgot
Toy Story That Time Forgot,HAS_CAST,Tom Hanks
Comedy,GENRE_OF,Toy Story That Time Forgot
Toy Story That Time Forgot,HAS_GENRE,Comedy
Adventure,GENRE_OF,Toy Story That Time Forgot
Toy Story That Time Forgot,HAS_GENRE,Adventure
Family,GENRE_OF,Toy Story That Time Forgot
Toy Story That Time Forgot,HAS_GENRE,Family
Animation,GENRE_OF,Toy Story That Time Forgot
Toy Story That Time Forgot,HAS_GENRE,Animation
John Waters,WROTE,Cry-Baby
Cry-Baby,HAS_WRITER,John Waters
John Waters,DIRECTED,Cry-Baby
Cry-Baby,HAS_DIRECTOR,John Waters
Ricki Lake,CAST_IN,Cry-Baby
Cry-Baby,HAS_CAST,Ricki Lake
Johnny Depp,CAST_IN,Cry-Baby
Cry-Baby,HAS_CAST,Johnny Depp
Romance,GENRE_OF,Cry-Baby
Cry-Baby,HAS_GENRE,Romance
Comedy,GENRE_OF,Cry-Baby
Cry-Baby,HAS_GENRE,Comedy
Rachel Weisz,CAST_IN,Fred Claus
Fred Claus,HAS_CAST,Rachel Weisz
Vince Vaughn,CAST_IN,Fred Claus
Fred Claus,HAS_CAST,Vince Vaughn
Drama,GENRE_OF,Fred Claus
Fred Claus,HAS_GENRE,Drama
Comedy,GENRE_OF,Fred Claus
Fred Claus,HAS_GENRE,Comedy
Action,GENRE_OF,Fred Claus
Fred Claus,HAS_GENRE,Action
David Lynch,DIRECTED,Dune
Dune,HAS_DIRECTOR,David Lynch
Patrick Stewart,CAST_IN,Dune
Dune,HAS_CAST,Patrick Stewart
Adventure,GENRE_OF,Dune
Dune,HAS_GENRE,Adventure
Science Fiction,GENRE_OF,Dune
Dune,HAS_GENRE,Science Fiction
Action,GENRE_OF,Dune
Dune,HAS_GENRE,Action
Gene Hackman,CAST_IN,The Poseidon Adventure
The Poseidon Adventure,HAS_CAST,Gene Hackman
Action,GENRE_OF,The Poseidon Adventure
The Poseidon Adventure,HAS_GENRE,Action
Thriller,GENRE_OF,The Poseidon Adventure
The Poseidon Adventure,HAS_GENRE,Thriller
Adventure,GENRE_OF,The Poseidon Adventure
The Poseidon Adventure,HAS_GENRE,Adventure
Drama,GENRE_OF,Dangerous Minds
Dangerous Minds,HAS_GENRE,Drama
Joe Wright,DIRECTED,Hanna
Hanna,HAS_DIRECTOR,Joe Wright
Cate Blanchett,CAST_IN,Hanna
Hanna,HAS_CAST,Cate Blanchett
Eric Bana,CAST_IN,Hanna
Hanna,HAS_CAST,Eric Bana
Saoirse Ronan,CAST_IN,Hanna
Hanna,HAS_CAST,Saoirse Ronan
Adventure,GENRE_OF,Hanna
Hanna,HAS_GENRE,Adventure
Thriller,GENRE_OF,Hanna
Hanna,HAS_GENRE,Thriller
Action,GENRE_OF,Hanna
Hanna,HAS_GENRE,Action
Seth Green,CAST_IN,Can't Buy Me Love
Can't Buy Me Love,HAS_CAST,Seth Green
Patrick Dempsey,CAST_IN,Can't Buy Me Love
Can't Buy Me Love,HAS_CAST,Patrick Dempsey
Romance,GENRE_OF,Can't Buy Me Love
Can't Buy Me Love,HAS_GENRE,Romance
Comedy,GENRE_OF,Can't Buy Me Love
Can't Buy Me Love,HAS_GENRE,Comedy
Drama,GENRE_OF,Can't Buy Me Love
Can't Buy Me Love,HAS_GENRE,Drama
Wesley Snipes,CAST_IN,"To Wong Foo, Thanks for Everything! Julie Newmar"
"To Wong Foo, Thanks for Everything! Julie Newmar",HAS_CAST,Wesley Snipes
Patrick Swayze,CAST_IN,"To Wong Foo, Thanks for Everything! Julie Newmar"
"To Wong Foo, Thanks for Everything! Julie Newmar",HAS_CAST,Patrick Swayze
Comedy,GENRE_OF,"To Wong Foo, Thanks for Everything! Julie Newmar"
"To Wong Foo, Thanks for Everything! Julie Newmar",HAS_GENRE,Comedy
Richard Dreyfuss,CAST_IN,Mr. Holland's Opus
Mr. Holland's Opus,HAS_CAST,Richard Dreyfuss
Family,GENRE_OF,Mr. Holland's Opus
Mr. Holland's Opus,HAS_GENRE,Family
Music,GENRE_OF,Mr. Holland's Opus
Mr. Holland's Opus,HAS_GENRE,Music
Drama,GENRE_OF,Mr. Holland's Opus
Mr. Holland's Opus,HAS_GENRE,Drama
Chris Pine,CAST_IN,Into the Woods
Into the Woods,HAS_CAST,Chris Pine
Anna Kendrick,CAST_IN,Into the Woods
Into the Woods,HAS_CAST,Anna Kendrick
Emily Blunt,CAST_IN,Into the Woods
Into the Woods,HAS_CAST,Emily Blunt
Meryl Streep,CAST_IN,Into the Woods
Into the Woods,HAS_CAST,Meryl Streep
Comedy,GENRE_OF,Into the Woods
Into the Woods,HAS_GENRE,Comedy
Fantasy,GENRE_OF,Into the Woods
Into the Woods,HAS_GENRE,Fantasy
Fantasy,GENRE_OF,Spirited Away
Spirited Away,HAS_GENRE,Fantasy
Family,GENRE_OF,Spirited Away
Spirited Away,HAS_GENRE,Family
Animation,GENRE_OF,Spirited Away
Spirited Away,HAS_GENRE,Animation
Documentary,GENRE_OF,Cowspiracy
Cowspiracy,HAS_GENRE,Documentary
David Carradine,CAST_IN,Bird on a Wire
Bird on a Wire,HAS_CAST,David Carradine
Goldie Hawn,CAST_IN,Bird on a Wire
Bird on a Wire,HAS_CAST,Goldie Hawn
Mel Gibson,CAST_IN,Bird on a Wire
Bird on a Wire,HAS_CAST,Mel Gibson
Romance,GENRE_OF,Bird on a Wire
Bird on a Wire,HAS_GENRE,Romance
Comedy,GENRE_OF,Bird on a Wire
Bird on a Wire,HAS_GENRE,Comedy
Adventure,GENRE_OF,Bird on a Wire
Bird on a Wire,HAS_GENRE,Adventure
Action,GENRE_OF,Bird on a Wire
Bird on a Wire,HAS_GENRE,Action
Harrison Ford,CAST_IN,42
42,HAS_CAST,Harrison Ford
Chadwick Boseman,CAST_IN,42
42,HAS_CAST,Chadwick Boseman
Drama,GENRE_OF,42
42,HAS_GENRE,Drama
Ridley Scott,DIRECTED,Kingdom of Heaven
Kingdom of Heaven,HAS_DIRECTOR,Ridley Scott
Edward Norton,CAST_IN,Kingdom of Heaven
Kingdom of Heaven,HAS_CAST,Edward Norton
Jeremy Irons,CAST_IN,Kingdom of Heaven
Kingdom of Heaven,HAS_CAST,Jeremy Irons
Eva Green,CAST_IN,Kingdom of Heaven
Kingdom of Heaven,HAS_CAST,Eva Green
Orlando Bloom,CAST_IN,Kingdom of Heaven
Kingdom of Heaven,HAS_CAST,Orlando Bloom
War,GENRE_OF,Kingdom of Heaven
Kingdom of Heaven,HAS_GENRE,War
History,GENRE_OF,Kingdom of Heaven
Kingdom of Heaven,HAS_GENRE,History
Adventure,GENRE_OF,Kingdom of Heaven
Kingdom of Heaven,HAS_GENRE,Adventure
Action,GENRE_OF,Kingdom of Heaven
Kingdom of Heaven,HAS_GENRE,Action
Drama,GENRE_OF,Kingdom of Heaven
Kingdom of Heaven,HAS_GENRE,Drama
Jake Gyllenhaal,CAST_IN,Nightcrawler
Nightcrawler,HAS_CAST,Jake Gyllenhaal
Thriller,GENRE_OF,Nightcrawler
Nightcrawler,HAS_GENRE,Thriller
Drama,GENRE_OF,Nightcrawler
Nightcrawler,HAS_GENRE,Drama
Crime,GENRE_OF,Nightcrawler
Nightcrawler,HAS_GENRE,Crime
Drama,GENRE_OF,A Taste of Honey
A Taste of Honey,HAS_GENRE,Drama
Mark Hamill,CAST_IN,Joseph: King of Dreams
